job_id,job_title,company,job_description,required_skills,experience_years,location,salary_range
,Data & Reporting Analyst,,"our company pharmerica overview the data reporting analyst position is responsible for leveraging data and analytics to support client strategy and partnership department operations in order to facilitate conversation on how best to support and report on various performance of the account management teams. responsibilities works with the client strategy and partnership teams to provide key monthly performance metrics on various measures aligned to company priorities on a recurring and adhoc basis. develops monthly processes to create performance reports in timely manner in conjunction with data availability effectively coordinates and communicates reporting activities and documents all processes and helps maintain procedures for organization helps design reports, dashboards, and scorecards using tools such as microsoft excel or power bi establishes kpis to measure the effectiveness of business decisions performs data analysis on retention and renewal performance, group purchasing partner pipeline management and rebate preparation, quarterly am team retention performance and other client performance metrics reviews strategic account portfolio and identifies ways to represent business portfolio and opportunity focus generates excel reports from microsoft dynamics crm to optimize kpi information on renewalretention and loss data as part of monthly cadence prepares am teams quarterly bonuses incentive ensures membership list accuracy and gpo reporting process milestones achieved quarterly tracks overall progress of strategic account plan execution for growth creates presentations and reports based on recommendations and findings maintains department headcount report and roster changes for leadership communicates directly with director, client strategy and svp, client strategy and partnerships in development of reports, as well as testing for data accuracy and reliability responds to data requests in a timely and efficient manner with the highest level of quality seeks customer satisfaction on all endeavors additional responsibilities may be required conducts job responsibilities in accordance with the standards set out in the companys code of business conduct and ethics, its policies and procedures, the corporate compliance agreement, applicable federal and state laws, and applicable professional standards qualifications bachelors degree in business administration, computer sciencecis, or related fields. a combination of education and work experience will be taken into consideration experience in data analysis education will be consideration. strong analytical and critical thinking skill excellent verbal and written communication skills strong interpersonal skills to work effectively with internal and external customers demonstrated ability to handle multiple tasks simultaneously and to prioritize accordingly proven ability to work with a high degree of accuracy and attention to detail proficient in all microsoft office products including excel, powerbi, access, powerpoint, and word experience working with sas, cognos, sql, server manager, or other database management software is plus selfstarter with a commitment to continuous process improvements and improved service levels about our line of business pharmerica, an affiliate of brightspring health services, is a fullservice pharmacy solution providing value beyond medication. pharmerica is the longterm care pharmacy services provider of choice for senior living communities, skilled nursing facilities, public health organizations, and postacute care organizations. pharmerica is one of the nations largest pharmacy companies, offering unmatched company culture, employee development, and advancement opportunities. for more information, please visit www.pharmerica.com. follow us on facebook, linkedin, and x.",,,,
,Data Quality Analyst (Remote Opportunity),,"vetsez is seeking a data quality analyst tester to join our team supporting the data migration syndication efforts within the electronic health record modernization integration office ehrmio for the department of veterans affairs. this role is critical in ensuring the accuracy and integrity of vast datasets that are crucial to modernizing veterans healthcare. the candidate must reside within the continental us. responsibilities execute and monitor daily data quality dq checks using iris dq tools for multiple sites and extensive datasets. investigate and resolve data quality discrepancies and collaborate with iris developers on findings and updates. gather requirements, implement, test, and deploy new data quality capabilities. monitor and maintain dq container environments and manage dq server issues. oversee dq applications and manage user access and permissions. compile, update, and distribute various reports, including data quality progress and vx130 historical pull status reports. facilitate weekly data quality meetings and document dq tools and processes. enhance, test, and execute data extract programs across various data domains and troubleshoot issues with migrated data. create and validate adhoc sql queries and review monthly progress reports for accuracy. requirements bachelors degree in computer science, electronics engineering, or related technical field. experience with automation, monitoring, design, or data mapping tools. proficiency in writing sql queries strong problemsolving and troubleshooting skills knowledge of database architecture, administration, and security for both onpremise and cloudhosted systems. strong communication skills with the ability to lead technical discussions and present information clearly to meet customer needs. additional qualifications experience with the va or other federal organizations. familiarity with data migration and syndication within the va. familiarity with intersystems products, mirantis kubernetes container platform, power bi, github, linux, and scrum methodology. experience with dq applications such as dq tool, event tracker, dmm ticketing, and journal search tool. ability to obtain a government clearance. benefits medicaldentalvision 401k with employer match pto federal holidays corporate laptop training opportunities remote opportunity qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, or protected veteran status. sorry, we are unable to offer sponsorship at this time.",,,,
,"Data Reporting Analyst- (***YORK, PA***)",,"eastern lift truck co. data reporting analystreporting specialist york, pa must be able to physically report to office location job summary the reporting specialist will be an integral team member to our business system reporting department. this individual will primarily be responsible for generating reports and creating visualizations and dashboards that provide insights into key performance indicators and other relevant metrics for stakeholders. the ideal candidate will possess strong analytical skills, attention to detail, and a deep understanding of data management principles. this position plays a crucial role in collecting and analyzing data to support business decisionmaking. there is a potential hybrid schedule option once the individual is trained and uptospeed on the essential functions of the position. key responsibilities collect data from various sources to generate actionable insights develop, maintain and automate reports create dashboards and visualizations using tools such as power bi and excel collaborate with crossfunctional teams to gather reporting requirements and provide analytical support ensure data accuracy and integrity through regular audits and validations stay updated on industry trends, tools and best practices in data reporting requirements bachelors degree in finance, business, data analytics, or a related field 2 years of professional fulltime experience in reporting, data analysis or similar type role prior experience in accounting preferred proficient in power bi is a must advanced excel skills and experience with relational databases crystal report experience also a plus strong analytical skills with attention to detail and ability to communicate effectively ability to understand and interpret data from a variety of sources present findings in a clear and actionable manner to both technical and nontechnical stakeholders. excellent problem solving and organizational skills benefits medical, dental, vision, and prescription plan. 401k with partial company match, paid vacation and sick days, paid holidays, short longterm disability, and basicsupplemental life insurance policies. who is eastern lift truck co. eastern lift truck co., is a familyowned company, celebrating over 50 years strong. we provide sales, parts, rentals, and service in all areas of the lift truck, material handling and allied product business. at eastern lift truck co., we know that the employees are the heart and soul of the company. find out more at www.easternlifttruck.com eastern lift truck co. is an equal opportunityaffirmative action employer including disabledvets",,,,
,Product Data Analyst,,"who we are addepar is a global technology and data company that helps investment professionals provide the most informed, precise guidance for their clients. hundreds of thousands of users have entrusted addepar to empower smarter investment decisions and better advice over the last decade. with client presence in more than 45 countries, addepars platform aggregates portfolio, market and client data for over 7 trillion in assets. addepars open platform integrates with more than 100 software, data and services partners to deliver a complete solution for a wide range of firms and use cases. addepar embraces a global flexible workforce model with offices in silicon valley, new york city, salt lake city, chicago, london, edinburgh and pune. the role we are currently seeking a senior businessproduct analyst to join our business analytics team our team is passionate about empowering everyone to make datadriven decisions about product design, client management, and business priorities. we play an important role in ensuring peoples valuable time and efforts are spent on solving the right problem the right way. you will develop a keen understanding of our clients, products, and product development workflows. you will use your curiosity and analytical skills to support major company initiatives, from defining and monitoring success metrics, dissecting user behaviors, and gathering and analyzing additional data to support decisions along the way. addepar takes a marketbased approach to pay. a successful candidates starting pay will be determined based on the role, jobrelated skills, experience, qualifications, work location, and market conditions. the range displayed on each job posting reflects the minimum and maximum target base salary for roles in colorado, california, and new york. the current range for this role is 86,000 135,000 base salary bonus equity benefits. what youll do collaborate with product, engineering and business partners to understand data needed to make product, design and prioritization decisions assess data availability and quality, and work with data engineers to ensure required data sets are extracted and transformed, if needed, for analysis analyze and visualize data to generate actionable insights for business partners present your findings and recommendations to your business partners enable selfservice monitoring of key metrics through good dashboard experience, documentation and business partner training who you are at least 5 years of experience in a business andor product analytics role 3 years of experience building reports and dashboards with bi or reporting tools such as looker preferred or power bi, tableau, etc. solid understanding of sql, python and other analytics programming languages excellent communication verbal, written and visual and storytelling skills experience working with business partners from a broad range of business teams including product development is highly desirable passion for seeking insights, developing and telling a story with data readiness to learn new technologies and systems familiarity with the financial industry a plus our values act like an owner think and operate with intention, purpose and care. own outcomes. build together collaborate to unlock the best solutions. deliver lasting value. champion our clients exceed client expectations. our clients success is our success. drive innovation be bold and unconstrained in problem solving. transform the industry. embrace learning engage our community to broaden our perspective. bring a growth mindset. in addition to our core values, addepar is proud to be an equal opportunity employer. we seek to bring together diverse ideas, experiences, skill sets, perspectives, backgrounds and identities to drive innovative solutions. we commit to promoting a welcoming environment where inclusion and belonging are held as a shared responsibility. we will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. please contact us to request accommodation. phishing scam warning addepar is among several companies recently made aware of a phishing scam involving con artists posing as hiring managers recruiting via email, text and social media. the imposters are creating misleading email accounts, conducting remote interviews, and making fake job offers in order to collect personal and financial information from unsuspecting individuals. please be aware that no job offers will be made from addepar without a formal interview process. additionally, addepar will not ask you to purchase equipment or supplies as part of your onboarding process. if you have any questions, please reach out to tainfoaddepar.com.",,,,
,Technical Data Analyst,,"role technical data analyst location mclean, va work mode onsite employment type contract job description banking and financial experience is a must have sql _________ yrs exp data analysis __________ yrs exp who has lead team of data analyst not worked along with pm, scrum master etc etc agile exp _______ yrs exp 8 years in a data analytics, data mining, data science role proficiency in sql. must have experience working with agile teams and able to create business and technical user stories in jira. prefer resources who have freddie macclient experience. familiarity with working on the command line, able to execute python scrips, navigate to log directories to analyse logs. strong analytical skills including the ability to quickly understand a variety of disparate data sources, distill complex data into analysis that drive decisions, and apply business knowledge to derive valuable insights ability to understand and translate nontechnical business requirements into technical rules or methodologies ability to quickly learn business operations and processes strong communication skills and ability to articulate complex material to a diverse audience ability to be flexible and adjust plans quickly to meet changing business needs job type contract pay 50.00 55.00 per hour benefits 401k dental insurance flexible schedule health insurance paid time off vision insurance schedule 8 hour shift work location on the road",,,,
,Data Integration Analyst,,"location remote u.s. based employment type fulltime direct hire by partner citizenship requirement u.s. citizens or green card holders only industry banking financial services rate competitive based on experience about the role join an innovative enterprise banking project where your data integration expertise will power missioncritical systems across a dynamic application landscapeincluding salesforce, sap ecc, sap brim, sap rar, and oracle cpq. as a data integration analyst, youll play a key role in designing, building, and optimizing the way data flows through complex systems, enabling seamless digital transformation and operational excellence. this is more than just another integration rolethis is a chance to own your craft, collaborate across enterprise teams, and make a lasting impact in a highly visible environment. what youll be doing integration engineering analysis analyze integration needs across core enterprise platforms salesforce, sap, oracle cpq. design scalable, efficient, and secure data integration solutions that drive realtime and batch processes. build and configure integrations using modern tools apis, etlelt, middleware. develop transformation logic and implement data orchestration pipelines. test integrations for accuracy, performance, and security. provide ongoing support for production integrations and ensure system reliability. document architecture, data flows, and technical specifications with clarity and precision. partner with crossfunctional teams to deliver integrated, governed, and trusted data. data migration analytics define and execute robust data migration strategies for enterprise systems. conduct deep data profiling, identify anomalies, and drive cleanup initiatives. ensure data integrity through thorough testing and validation. collaborate with business and it teams to ensure seamless data transitions. maintain documentation and continuously improve data migration methodologies. provide production support for data quality and cleanup postgolive. what were looking for a selfstarter with strong technical chops and a businessfirst mindset. bachelors degree in computer science, information systems, or equivalent practical experience. 5 years of handson experience in data integration and data migration roles. solid knowledge of enterprise systems salesforce, sap eccbrimrar, oracle cpq. proficient in sql and comfortable working with complex data models. experience with integration and etl tools like informatica, mulesoft, snaplogic, dell boomi, or similar. strong knowledge of apis, data formats json, xml, csv, and integration patterns. excellent communicator who can translate business needs into technical solutions. deep understanding of data quality, governance, and security principles. bonus points for experience in banking or financial services. cloud integration experience aws, azure, gcp. knowledge of data compliance frameworks gdpr, ccpa. agile and devops environment exposure. why youll love this role 100 remote flexibility direct hire by our trusted partner highimpact, enterpriselevel projects collaborative, growthfocused culture visibility across business tech teams work with cuttingedge tools platforms",,,,
,Business Data Analyst,,"job title business data analyst location jersey city, nj hybrid duration full time the it business lead analyst is a seniorlevel position responsible for liaising between business users and technologists to exchange information in a concise, logical and understandable way in coordination with the technology team. the overall objective of this role is to contribute to continuous iterative exploration and investigation of business performance and other measures to gain insight and drive business planning. responsibilities manage data quality and functional requirements team for assigned product e.g. derivatives, loans, securities, repos front office implementation. supervise a business analytic team supporting one large system or multiple systems with responsibilities including work allocation, budget and planning, performance evaluation, compensation, staffing and other duties as assigned provide direction and technical leadership on complex, highimpact projects and in all phases of the development and implementation process, ensuring essential procedures are followed identifying, analyzing, and interpreting data to meet business requirements and facilitate development providing level 3 support as required to resolve data issues and gaps liaising with project development teams and providing support during program and project life cycles resolve issues that have impact beyond own area and apply indepth understanding of concepts and procedures within own area and basic knowledge of other areas work as a team to achieve objectives and negotiate with internal and external parties has the ability to operate with a limited level of direct supervision. can exercise independence of judgement and autonomy. acts as sme to senior stakeholders and or other team members. ability to manage teams.",,,,
,Data Analyst I,,"about equip equip is the leading virtual, evidencebased eating disorder treatment program on a mission to ensure that everyone with an eating disorder can access treatment that works. created by clinical experts in the field and people with lived experience, equip builds upon evidencebased treatments to empower individuals to reach lasting recovery. all equip patients receive a dedicated care team, including a therapist, dietitian, physician, and peer and family mentor. the company operates in all 50 states and is partnered with most major health insurance plans. learn more about our strong outcomes and treatment approach at www.equip.health. founded in 2019, equip has been a fully virtual company since its inception and is proud of the highlyengaged, passionate, and diverse equisters that have created equips culture. recognized by time as one of the most influential companies of 2023, along with awards from linkedin and lattice, we are grateful to equipsters for building a sustainable treatment program that has served thousands of patients and families. about the role the data analyst i will be responsible for creating meaningful analyses that improve patient lives and help equip grow. this role will develop reporting and analyses that impact all equip business domains including clinical operations, commercial, product and more. the data analyst i is an analytical thinker, effective communicator, and is detail oriented. responsibilities build data models and automated reports as assigned. create data visualizations to help tell a meaningful story. participate in quality assurance and peer review processes to ensure data quality. perform other duties as assigned. required qualifications 2 years of professional experience in data analytics. experience building dashboards, visualizations, and reports using bi tools mode, tableau, powerbi, google data studio, quicksight, etc.. proficient in sql. ability to write clear, maintainable, extensible and testable code. experience interpreting and contextualizing data. experience communicating and collaborating with diverse teams. organized and resultsdriven. comfortable in a fastpaced environment that is subject to rapid change and innovation. benefits time off flex pto policy 35 wksyear recommended 11 paid company holidays. medical benefits competitive medical, dental, vision, life, and add insurance. equip pays for a significant percentage of benefits premiums for individuals and families. maven, a company paid reproductive and family care benefit for all employees. employee assistance program eap, a company paid resource for mental health, legal services, financial support, and more other benefits work from home additional perks 50month stipend added directly to an employees paycheck to cover home internet expenses. onetime work from home stipend of up to 500. physical demands work is performed 100 from home with no requirement to travel. this is a stationary position that requires the ability to operate standard office equipment and keyboards as well as to talk or hear by telephone. sit or stand as needed. at equip, diversity, equity, inclusion and belonging deib are woven into everything we do. at the heart of equips mission is a relentless dedication to making sure that everyone with an eating disorder has access to care that works regardless of race, gender, sexuality, ability, weight, socioeconomic status, and any marginalized identity. we also strive toward our providers and corporate team reflecting that same dedication both in bringing in and retaining talented employees from all backgrounds and identities. we have an equip deib council, equip for all also referred to as efa. efa at equip aims to be a space driven by mutual respect, and thoughtful, effective communication strategy enabling full participation of members who identify as marginalized or underrepresented and allies, amplifying diverse voices, creating opportunities for advocacy and contributing to the advancement of diversity, equity, inclusion, and belonging at equip. as an equal opportunity employer, we provide equal opportunity in all aspects of employment, including recruiting, hiring, compensation, training and promotion, termination, and any other terms and conditions of employment without regard to race, ethnicity, color, religion, sex, sexual orientation, gender identity, gender expression, familial status, age, disability, weight, andor any other legally protected classification protected by federal, state, or local law. compensation range 91k 120.5k",,,,
,"Data Scientist / Analyst, Junior - FAA",,"position data scientist analyst, junior faa location cobec site washington, dc salary range 60 100k security requirements must be a us citizen or a legal resident for three of the past five years. public trust cannot be granted without meeting the residency requirement. must meet eligibility requirements for a us public trust security clearance moderate risk, including a soft credit check and criminal background check. please refer to the criteria listed in 5 cfr 731.202 to understand the public trust suitability requirements. culture cobec is consistently breaking the current mold for delivering services to our government clients. what does that mean that means believing in a people first mentality, building high performance teams and empowering people to make informed decisions without going through a large bureaucratic system. cobec values the wellbeing of employees and bestows tremendous trust in those people to negotiate work and nonwork obligations. cobec is where someone can be themselves and not need to put on a mask just to fit in. lastly, we believe in the work we do, the goals and missions of our customers and the interpersonal relationships we have with clients, stakeholders and our people. values and expectations the successful candidate for this role embodies the same values as cobec. we realize experience is important, however cobec believes a persons abilities and skills that align with our values relationships, leadership, passion, accountability, integrity, innovation, quality, teamwork, diversity, commitment, respect are the most important drivers for success in this role. in addition to exhibiting our values, a successful candidate for this role is expected to be a high performer, organized, dynamic, and have a positive attitude. job summary this position will apply advanced analytical and mathematical techniques to solve complex decision problems. candidate will use high performance computing, big data analytics and data visualization tools and techniques to assist in making acquisition decision and to maximize operational effectiveness and efficiency. this position will support the federal aviation administration faa. years of relevant experience the position requires 0 5 equivalent years of experience in data mining, trend analysis, statistical research, and modeling and simulation. specific experience with the federal aviation administration faa or the aviation industry is desired. essential job functions the following duties are normal for this position. the omission of specific statements of duties does not exclude them from this position if the work is similar, related, andor a logical assignment for this position. other duties may be required and assigned. individual will support data collection, normalization, statistical modeling and simulation development to provide quantitative analyses to support the federal aviation administration individual will create visualizations, including dashboards, flow charts, and graphs to brief stakeholders individual will have an interest and ability to thrive in a dynamic work environment with constantly evolving responsibilities and work priorities individual will be selfmotivated and a proactive team player and will be required to contribute effectively to working groups through oral and written communication education requirements bachelors degree required, preferably in data science, engineering, mathematics, operations research, physics, economics, or similar. masters degree is a plus. preferred skills experience with data visualization tools such as tableau and power bi is desired experience with sqldatabase management is desired experience with matlab, sas, python, r, javacvba and ms office products is desired knowledge of cost estimating and risk tools such as aceit, seersem, risk andor crystal ball is a plus security requirements must be a us citizen or a legal resident for three of the past five years. must meet eligibility requirements for a us public trust security clearance. travel occasional travel required as needed by clients andor company eeo cobec consulting, inc. is an equal opportunity employer. employment decisions are made without regard to race, color, religion, sex, age, sexual orientation, gender identity, national origin, disability, veteran status or any other status protected by federal, state and local law. eeo is the law",,,,
,Data Governance Analyst,,"are you ready to join a growing team that puts a premium on productivity and has an awardwinning culture centered around transforming talented employees into effective business leaders then bhg financial is the place for you. in 2001, we started with an idea, an opportunity, and 25,000. back then, our focus was strictly on serving those in the medical industry. with healthcare in our heritage, we soon expanded to serve highearning professionals in many other industries, providing all with leadingedge financial solutions, including our extensive network of community banks. today, bhg financial has firmly established its legacy as a leader in the financial services space. founded on the philosophy of a better way to borrow, we are dedicated to helping accomplished professionals, small businesses, and institutions build upon their success through innovative financial solutions, a hasslefree process, and personalized concierge service. our relentless commitment to the success of our customers is part of what has made bhg financial thrive. we take a 360degree view of our customers to tailor the best solutions for their financial aspirations. todays professionals have multiple sources of income, not just their paycheck. therefore, it is essential to factor those in when making responsible lending decisions. our continued focus on data, analytics, and proprietary modeling has enabled faster funding for our customers. from business to personal loans to relationships with community banks, the countrys top professionals and business owners rely on us for our exceptional financial solutions and concierge service to continue their success and legacy. who you are you are a motivated data governance professional who is passionate about ensuring the integrity, accuracy, security, and usability of organizational data. you excel at being detailoriented and analytical, and have experience supporting the development, implementation, and enforcement of data governance policies, standards, and procedures. you are collaborative and methodical, and thrive in a fastpaced environment where you can work closely with stakeholders to uphold strong data management practices. what youll do facilitate the collection, organization, and management of the companys data assets and metadata. contribute to the implementation and continuous maintenance of data governance tools and technologies, such as ovaledge, microsoft purview, and databricks unity catalog. proficient in writing and understanding basic sql, data modeling principles, and python scripts to analyze data relationships and automate metadata documentation and processes. identify data quality issues, conduct root cause and impact analysis, and work with relevant teams to implement remediation plans. document data flows, data lineage, and metadata to ensure data transparency and understanding. collaborate with various departments to promote data governance best practices conduct testing and user acceptance of new system functionality related to data support the development and maintenance of data dictionaries, faqs and glossaries. provide training and support to endusers on data governance tool, policies and procedures track data governance metrics and identify areas for improvement. generate reports and dashboards to communicate data governance performance to stakeholders. what youll need education bachelors degree in computer science, information systems, or a related field. experience experience with data governance frameworks, data quality management, and data security. databricks and power bi. familiarity with governance tools such as ovaledge, collibra, alation, informatica and microsoft purview. technical skills proficiency in sql, python, data modeling, and data warehousing. creating data workflows and charts. analytical skills strong analytical and problemsolving skills. communication skills excellent communication and interpersonal skills with the ability to collaborate effectively with technical and nontechnical stakeholders. soft skills ability to work independently and collaboratively, strong organizational skills, and a commitment to data integrity and ethical data practices. life at bhg financial at bhg financial, we work hard and arent afraid to take risks. since the beginning, our core values of pma positive mental attitude, team player, and loyalty have been the driving force behind every interaction we have between each other and our customers. we have a healthy respect for the daily grind, yet we value worklife balance. we believe that all employees should have the opportunity to lead and that good ideas can come from anyone. from the top down, our leaders are actively involved not only in strategic oversight and running the business, but also in the wellbeing and growth of all employees. we consider people our 1 asset, and help employees realize their full potential, set and exceed their goals, and explore new opportunities for personal and professional development. why you should join bhg financial we strive to offer amenities, opportunities, events, and programming that support the interests of our teams, while furthering the culture that makes us great place to work certified. some of the benefits you can expect when you join bhg financial include medicalrxdentalvision coverage for employees and their eligible family members competitive pto and vacation policies 1 friday off each month for wellness weekends company 401k plan with employer contributions after one year companysponsored training and certification opportunities quarterly award ceremonies where top achievers are celebrated and receive additional bonuses ongoing volunteer opportunities to give back to the community through our bhg cares program if youre ready for a career where you can exercise your passions, be surrounded by coworkers who are relentlessly committed to service, and have a teamplayer mindset, apply today bhg financial is committed to equal treatment and opportunity in all aspects of recruitment, selection, and employment without regard to gender, race, religion, national origin, ethnicity, disability, gender identityexpression, sexual orientation, veteran or military status, or any other category protected under the law. bhg financial is an equal opportunity employer committed to a community of inclusion, and an environment free from discrimination, harassment, and retaliation.",,,,
,PowerBI Data Analyst,,"growing medical billing company looking for a highly motivated, critical thinking individual with effective communication skills. the powerbi data analyst role is a position supporting the client analytics division of medical billing management services. interviews to begin immediately. great benefits and excellent opportunity for growth and advancement. as part of the client analytics team, you will get a broad view of how our company operates while supporting a diverse client base across the country. the position will ensure appropriate preparation and analysis for client reporting deliverables confirming their relevancy, accuracy and overall quality. in this position, the ideal candidate will have the chance to grow with the company. job type fulltime fully remote before you apply for this position, please note that you must reside within one hour of our wyomissing, pa or newark, de offices. responsibilities develop dashboards and other weekly trending reports in powerbi to support internal users develop key performance dashboards to be used for client analysis and comparisons interface with client services to ensure that analytical needs are being met work closely with the data engineer and other development team members train and support other members of the client analytics department on powerbi streamline reports to support growth and scalability prepare monthly financial reporting packages provide analysis for client performance, using knowledge of revenue cycle charge auditing analyze insurance reimbursements against contract rates provide ad hoc reporting as requested act as support person on special projects and initiatives other duties as assigned required skillsabilities strong attention to detail effective communication skills advanced with microsoft excel advanced with vlookup, pivot tables and other formulas proficiency with dax language and data modeling preferred experience with sql and power query education bachelors degree preferred 2 years experience in data analytics 2 years experience in powerbi equal employment opportunity mbms, llc is committed to ensuring equal employment opportunity. all employment decisions, policies, and practices are in accordance with applicable federal, state and local antidiscrimination laws. mbms, llc will not engage in or tolerate unlawful discrimination including any form of harassment on account of a persons sex, age, race, color, religion, creed, sexual preference or orientation, marital status, national origin, ancestry, citizenship, military status, veteran status, disability, genetic information or any other protected group or status. this policy applies to all of mbms, llcs officers, managers, supervisors, employees, and customers. all such individuals are both protected under and restricted by this policy.",,,,
,"Data Analyst, Field Planning & Analytics",,"job description the analyst, field planning analytics is a role which will aid in data, analytics and process reporting to help drive initiatives and strategy for field programming. the analyst will work collaboratively with our field and marketing colleagues, as well as home office employees, along with continuously contributing creative ideas. the position is a part of the field planning analytics team which drives field force effectiveness by optimizing our sales force size and structure, ensuring our ic designs are driving the right behavior, and ensuring our call plans, field tools and operations provide our field teams with what they need to drive the business in their markets. this position reports into the leader. responsibilities ensure quality and timeliness of key deliverables and embrace the idea of owning workstreams, acting as the key point of contact. effectively prioritize across competing projects, maintaining constant flow of communication with customers and demonstrating strong project management abilities. proactively identify areas of opportunity to enhanceimprove existing processoutputs. effectively manage vendor partnerships timelines, insights, communications with specific projects and initiatives. serve as liaison between therapeutics operations and analytics, business technology solutions, training, and franchise teams to partner in the design, deployment, training, maintenance and communications of field facing solutions. provide reporting and analytics on varying capabilities to business director and associate director level stakeholders. requirements ba or bs degree in business, computer science, data science, mathematics, or related technical field. 01 year of analytical andor related operations experience strongly preferred, ideally within the pharmaceutical andor healthcare industry. strong working knowledge and experience with sql, dataiku, and power bi. snowflake experience preferred. strong proficiency in excel e.g., formulas, pivot table, charts, visualizations, etc. and all components of ms office suite e.g., word, powerpoint. strong analytical reasoning, intellectual curiosity, business acumen, and creativity in problemsolving. demonstrated database management and project management skills. ability to clearly and confidently articulate complex and difficult data concepts to a broad client base, including senior leadership, sales leadership, and other highlevel contacts. attention to detail and ability to multitask in a fastpaced environment in order to meet critical deadlines. ability to work crossfunctionally, in a matrix environment, and collaborate with multiple stakeholders verticals, coe, brand teams. ability to make valuable contributions both independently and as a collaborative team member, fostering a positive and productive work environment. selfmotivated and creative thinker.",,,,
,Data Intelligence / PowerBI Analyst,,"the opportunity we are seeking a skilled power bi developer to join our insights analytics team. the successful candidate will work closely with our insights analytics team to develop a suite of interactive dashboards and reports that provide critical insights into financial performance, revenue intelligence and customer engagement that can be made available to our customers through the nexl suite of products. this role requires strong analytical skills, a deep understanding of data visualisation, and the ability to translate complex business requirements into clear, actionable reporting solutions. the ability to craft stories with data that nontechnical stakeholders can understand and, more importantly, act upon is critical. our values committed to care we genuinely care about what we do and who we do it for. our commitment goes beyond delivering resultswere here to help, support, and make a real difference. human at the core everything we do revolves around people. we prioritize relationships and authentic connections, making sure that empathy is at the heart of our work. different with purpose were not afraid to stand out. being different isnt a gimmick its a reflection of our commitment to innovation, creativity, and doing things in our own way, with clear intentions behind every choice. legal through and through we are passionate about the legal industry. we stay ahead of trends by constantly innovating, and were crazy enough to believe we can reshape the industry. in 2024, we were recognised by deloitte and the australian financial review as one of the fastest growing technology companies in australia. were backed by the best vcs in australia and around the globe including evp, shearwater capital, saniel ventures and the legaltech fund as well as angels from the best law firms in the country. key responsibilities design, develop, and maintain power bi dashboards and reports to support revenue operations. work closely with insights analytics stakeholders to understand data needs and optimize reporting to support both internal and clients goals. transform raw data into actionable insights through effective data modeling and visualization. ensure data accuracy, integrity, and performance of power bi solutions. implement rowlevel security rls and other access controls as needed. optimize power bi datasets, reports, and workspaces for scalability and performance. integrate power bi with various data sources, including crm systems and other business applications. provide training and support to stakeholders on power bi best practices. required skills experience strong experience in power bi development, including dax and power query m. proficiency in data modeling and etl extract, transform, load processes. experience working with sales, crm, or revenue operations data. ability to design intuitive, userfriendly dashboards that provide clear insights. solid understanding of sql for querying and optimizing data sources. familiarity with rowlevel security rls implementation in power bi. strong problemsolving skills and ability to work with nontechnical stakeholders. nicetohave skills experience with crm systems e.g., hubspot, salesforce and their data structures knowledge of azure data services e.g., azure sql, synapse, data factory. familiarity with python or r for advanced analytics. experience working with apis and integrating power bi with thirdparty data sources exposure to predictive analytics and aidriven insights would be a huge advantage. the work culture at nexl highly transparent with fortnightly twice a month allcompany meetings with direct insight into team updates, customer stories, hiring plans and key metrics nps, revenue, financial performance. you will be part of the operations team, but you will also be exposed to and working directly with multiple departments engineering, product, design, marketing and sales. were a remotefirst culture with the ability to work at a coworking space if desired. a worklife balance you wont find elsewhere. ability to participate in our employee stock option plan.",,,,
,"Sr. Analyst, Analytics & Data Products",,"oneoncology is positioning community oncologists to drive the future of cancer care through a patientcentric, physiciandriven, and technologypowered model to help improve the lives of everyone living with cancer. our team is bringing together leaders to the market place to help drive oneoncologys mission and vision. why join us this is an exciting time to join oneoncology. our valuesdriven culture reflects our startup enthusiasm supported by industry leaders in oncology, technology, and finance. we are looking for talented and highlymotivated individuals who demonstrate a natural desire to improve and build new processes that support the meaningful work of community oncologists and the patients they serve. job description the senior analyst, analytics data products rcm will report to oneoncologys manager, analytics data products. this role will support projects carried out by the oneoncology revenue cycle management rcm team by generating insights and delivering actionable information to oneoncology and its partner practices. responsibilities collaborate with the rcm team to identify data and analytics needs, including metric definition, kpi identification, and rcm workflow tools. own endtoend development of rcmfocused analyses and tools to meet the needs of the rcm team and practice stakeholders. creation of dashboards that provide users with insight on practice rcm performance. complete adhoc rcm data analyses on large data sets develop expertise in rcm data to offer informed on its potential applications. develop deliverables to communicate findings to oneoncology and partner practice leaders as needed. other duties as assigned to help drive our mission of improving the lives of everyone living with cancer. qualifications proficiency in sql familiarity with powerbi or other data visualization proficiency in excel and powerpoint familiarity with working knowledge of the healthcare industry familiarity with working knowledge of revenue cycle management data and workflows bachelors degree 35 years work experience experience working for a consulting firm, health insurer, healthcare provider organization, or other similar organization a plus. lian1 liremote",,,,
